,Unnamed: 0,class,cap-shapenum,cap-surfacenum,cap-colornum,bruisesnum,odornum,gill-attachmentnum,gill-spacingnum,gill-sizenum,gill-colornum,stalk-shapenum,stalk-rootnum,stalk-surface-above-ringnum,stalk-surface-below-ringnum,stalk-color-above-ringnum,stalk-color-below-ringnum,veil-typenum,veil-colornum,ring-numbernum,ring-typenum,spore-print-colornum,populationnum,habitatnum,poison,edible
6399,6399,p,5,3,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1,0
2594,2594,p,5,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
1742,1742,e,2,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
5157,5157,p,5,2,0,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,4,1,1,0
1502,1502,e,2,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
4511,4511,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4,1,0
2640,2640,e,2,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
2232,2232,e,5,0,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
5681,5681,e,2,3,7,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
5244,5244,p,2,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
4773,4773,p,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
7709,7709,p,3,3,2,0,4,0,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1,0
7723,7723,e,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,8,1,2,0,1
5753,5753,p,2,2,8,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5911,5911,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
7095,7095,p,3,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1,0
5632,5632,p,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
1375,1375,p,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
4242,4242,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
811,811,e,0,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3,0,1
1915,1915,e,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1,0,1
8118,8118,p,3,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1,0
2544,2544,e,5,3,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0,1
719,719,e,4,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5,0,1
1415,1415,e,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
3728,3728,e,2,3,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
4276,4276,e,3,3,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2,0,1
7400,7400,e,0,0,8,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,3,1,0,1
3525,3525,p,5,0,5,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
3993,3993,p,5,0,3,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
5387,5387,e,2,2,5,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
7560,7560,e,5,0,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,2,1,0,1
7396,7396,p,3,2,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
3950,3950,p,2,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1,1,0
4240,4240,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
428,428,e,5,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
6743,6743,p,2,2,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
4009,4009,e,2,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
7111,7111,p,3,3,4,0,4,0,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1,0
4611,4611,e,2,3,0,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
2517,2517,e,5,0,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
950,950,p,5,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5,1,0
3470,3470,e,2,0,2,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,5,0,0,1
867,867,e,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4,0,1
7273,7273,e,3,2,3,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
4422,4422,p,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1,1,0
2323,2323,e,5,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0,1
7066,7066,p,3,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1,0
1562,1562,e,5,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1,0,1
1835,1835,e,5,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
3992,3992,p,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
2321,2321,e,5,3,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
22,22,e,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
4253,4253,e,2,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
1857,1857,e,5,0,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0,0,1
419,419,e,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
5015,5015,e,3,2,0,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0,1
2638,2638,e,2,0,3,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,4,0,0,1
263,263,e,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
3236,3236,e,2,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
7006,7006,p,3,2,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1,0
4664,4664,p,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1,1,0
5358,5358,p,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
3813,3813,e,2,3,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
4662,4662,e,2,3,2,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
210,210,e,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0,1
4468,4468,p,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
4618,4618,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
3939,3939,p,5,0,5,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
6004,6004,p,2,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
4532,4532,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1,1,0
2693,2693,e,5,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
2756,2756,e,2,0,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
681,681,e,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
586,586,e,4,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5,0,1
3165,3165,p,5,0,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
503,503,e,0,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
5396,5396,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
2331,2331,e,5,3,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0,0,1
3210,3210,e,2,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,4,0,0,1
3994,3994,p,5,0,3,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
5780,5780,p,5,3,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
1598,1598,e,2,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
5576,5576,p,5,3,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1,0
7793,7793,p,3,2,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1,0
6912,6912,p,0,3,9,0,5,1,1,1,11,0,2,3,3,8,8,0,3,1,0,7,1,2,1,0
4026,4026,p,5,2,3,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
387,387,e,5,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
5357,5357,p,5,2,8,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,5,1,0
2152,2152,e,5,3,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0,1
6737,6737,p,5,3,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
5169,5169,e,5,3,4,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
734,734,e,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
4371,4371,p,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0,1,0
7665,7665,e,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,3,4,2,0,1
4148,4148,p,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
7054,7054,e,0,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,4,4,2,0,1
1794,1794,e,5,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
2139,2139,e,5,0,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
5089,5089,p,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
6035,6035,p,2,3,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1,0
1679,1679,e,5,2,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
4800,4800,p,5,2,3,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
1667,1667,p,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
3729,3729,e,2,0,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,5,0,0,1
3885,3885,p,5,0,3,0,1,1,1,1,2,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
2096,2096,e,2,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0,0,1
7044,7044,p,2,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1,0
606,606,e,5,2,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
157,157,e,5,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
8062,8062,p,3,3,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
4130,4130,p,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
7658,7658,e,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,4,4,2,0,1
6226,6226,p,2,2,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
6546,6546,p,2,2,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
3374,3374,e,2,3,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
2832,2832,e,5,0,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0,0,1
3990,3990,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0,1,0
3122,3122,p,5,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
7947,7947,p,3,2,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1,0
6558,6558,e,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,0,4,2,0,1
2475,2475,e,5,3,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
2705,2705,e,5,3,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,4,0,0,1
5604,5604,e,3,3,5,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
338,338,e,5,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5,0,1
2776,2776,e,5,3,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
1239,1239,e,5,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
7689,7689,e,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,3,4,2,0,1
3855,3855,e,2,3,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
5574,5574,p,5,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
616,616,e,2,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
6182,6182,p,2,2,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1,0
2005,2005,e,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1,0,1
4302,4302,p,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1,1,0
5181,5181,p,5,2,3,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,4,1,1,0
2833,2833,e,2,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
639,639,e,5,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
7837,7837,p,3,2,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
4968,4968,p,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
3842,3842,e,2,0,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
4473,4473,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4,1,0
3117,3117,e,2,0,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0,1
1448,1448,e,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
6286,6286,p,2,3,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1,0
6314,6314,p,5,2,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
7407,7407,e,0,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,3,1,2,0,1
1435,1435,e,5,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
1682,1682,e,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
4207,4207,p,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
2311,2311,e,2,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
882,882,e,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
7779,7779,e,3,2,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,0,0,1
236,236,e,5,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0,1
2994,2994,e,5,0,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
4428,4428,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1,1,0
3226,3226,p,5,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4,1,0
1654,1654,e,5,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
2783,2783,e,2,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0,0,1
1234,1234,e,2,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
1067,1067,e,2,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
2902,2902,e,5,0,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
395,395,e,5,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
1177,1177,e,2,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5,0,1
3207,3207,e,2,3,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
1789,1789,e,5,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
1165,1165,e,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
6501,6501,p,3,3,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1,0
4309,4309,p,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1,1,0
3383,3383,e,2,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
4443,4443,p,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
4923,4923,e,2,3,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
6684,6684,p,2,2,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1,0
7289,7289,p,3,2,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1,0
5528,5528,e,2,3,6,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
4399,4399,p,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1,1,0
1308,1308,e,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
3135,3135,e,2,3,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0,0,1
2584,2584,e,2,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
3663,3663,p,5,2,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
4780,4780,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
3294,3294,e,2,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
3150,3150,e,2,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,5,0,0,1
2592,2592,e,2,0,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
4567,4567,p,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
4805,4805,p,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
7307,7307,p,3,2,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1,0
7686,7686,p,3,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1,0
762,762,e,5,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
6514,6514,p,5,2,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1,0
5328,5328,p,5,3,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1,0
5610,5610,p,2,2,8,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5097,5097,p,0,3,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5356,5356,p,2,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
357,357,p,5,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
1788,1788,e,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
3608,3608,p,2,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
6267,6267,p,5,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1,0
4681,4681,p,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1,0
4265,4265,p,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1,1,0
5406,5406,p,2,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
3774,3774,e,2,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0,0,1
601,601,e,5,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,1,0,1
237,237,e,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
488,488,e,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4,0,1
4143,4143,p,2,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
665,665,e,0,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
326,326,e,5,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
7554,7554,p,3,2,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1,0
2141,2141,e,5,3,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0,0,1
7922,7922,e,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,8,1,2,0,1
4199,4199,p,5,0,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
3022,3022,e,2,0,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
949,949,p,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,5,1,0
3762,3762,e,2,3,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,5,0,0,1
1175,1175,e,5,0,3,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,5,5,0,1
6475,6475,p,2,3,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1,0
3791,3791,e,2,3,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
932,932,p,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,1,1,0
3246,3246,p,5,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0,1,0
5435,5435,p,5,2,3,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,4,5,1,0
7444,7444,e,5,0,3,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,2,1,0,1
3974,3974,p,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4,1,0
5010,5010,e,5,3,2,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
3232,3232,p,5,2,8,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
4505,4505,p,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
5325,5325,e,2,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
7761,7761,e,5,2,3,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
8001,8001,e,5,3,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,4,0,1
8119,8119,e,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,0,1,2,0,1
580,580,e,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
5567,5567,p,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
5038,5038,p,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
6788,6788,p,2,2,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1,0
6936,6936,p,3,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1,0
7213,7213,p,3,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1,0
2490,2490,e,5,3,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0,0,1
1005,1005,e,5,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
3744,3744,e,2,3,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
1242,1242,p,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
7360,7360,e,5,2,1,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0,1
1722,1722,e,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
954,954,e,2,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
2099,2099,e,5,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
5011,5011,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
6089,6089,p,2,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1,0
1334,1334,e,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
3923,3923,e,2,0,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
